ср сент. 15 2021,"5, fff, 5"
['34'],['81890.5472636816']
['55'],['81386.13861386139']
['52'],['79417.47572815535']
['53'],['79417.47572815535']
['18'],['78461.53846153847']
['0'],['77990.43062200958']
['0'],['79417.47572815535']
['0'],['79902.43902439025']
['1'],['80886.69950738916']
['8'],['81890.5472636816']
['32'],['82400.0']
['50'],['81386.13861386139']
['65'],['80392.1568627451']
['61'],['79417.47572815535']
['25'],['78461.53846153847']
['0'],['77990.43062200958']
['1'],['78937.19806763285']
['0'],['79417.47572815535']
['0'],['79902.43902439025']
['0'],['81890.5472636816']
['16'],['82400.0']
['42'],['80886.69950738916']
['61'],['80392.1568627451']
['61'],['78937.19806763285']
['30'],['77523.80952380953']
['0'],['77523.80952380953']
['0'],['78461.53846153847']
['0'],['79417.47572815535']
['0'],['80886.69950738916']
['8'],['81890.5472636816']
['26'],['81386.13861386139']
['45'],['80392.1568627451']
['60'],['79417.47572815535']
['57'],['78461.53846153847']
['17'],['77990.43062200958']
['0'],['77990.43062200958']
['0'],['78461.53846153847']
['0'],['79417.47572815535']
['0'],['80392.1568627451']
['7'],['81386.13861386139']
['26'],['81386.13861386139']
['47'],['80886.69950738916']
['65'],['79902.43902439025']
['60'],['78461.53846153847']
['22'],['77990.43062200958']
['0'],['77523.80952380953']
['0'],['78937.19806763285']
['0'],['79417.47572815535']
['0'],['80392.1568627451']
['12'],['81386.13861386139']
['32'],['80886.69950738916']
['52'],['80886.69950738916']
['65'],['79417.47572815535']
['55'],['78461.53846153847']
['12'],['77523.80952380953']
['0'],['77990.43062200958']
['0'],['78461.53846153847']
['0'],['79417.47572815535']
['0'],['80392.1568627451']
['11'],['81386.13861386139']
['31'],['80886.69950738916']
['48'],['80392.1568627451']
['65'],['79417.47572815535']
['56'],['78461.53846153847']
['34'],['77523.80952380953']
['0'],['77523.80952380953']
['0'],['77061.61137440758']
['3'],['78461.53846153847']
['0'],['79417.47572815535']
['0'],['80392.1568627451']
['19'],['80886.69950738916']
['36'],['80392.1568627451']
['61'],['79902.43902439025']
['61'],['78937.19806763285']
['44'],['77990.43062200958']
['5'],['77523.80952380953']
['1'],['77523.80952380953']
['0'],['77990.43062200958']
['0'],['79417.47572815535']
['0'],['80392.1568627451']
['15'],['80886.69950738916']
['36'],['80392.1568627451']
['50'],['79902.43902439025']
['65'],['78937.19806763285']
['42'],['77523.80952380953']
['6'],['77061.61137440758']
['0'],['77061.61137440758']
['0'],['77523.80952380953']
['0'],['79417.47572815535']
['10'],['80392.1568627451']
['18'],['80886.69950738916']
['40'],['80392.1568627451']
['56'],['79417.47572815535']
['67'],['78461.53846153847']
['40'],['77523.80952380953']
['12'],['77061.61137440758']
['0'],['77523.80952380953']
['0'],['77990.43062200958']
['19'],['77523.80952380953']
['14'],['77061.61137440758']
['0'],['77061.61137440758']
['0'],['77990.43062200958']
['0'],['78937.19806763285']
['3'],['79902.43902439025']
['20'],['80392.1568627451']
['45'],['78937.19806763285']
['61'],['78461.53846153847']
['37'],['76603.77358490566']
['0'],['76150.23474178404']
['0'],['76603.77358490566']
['0'],['77523.80952380953']
['0'],['78937.19806763285']
['15'],['79902.43902439025']
['38'],['79902.43902439025']
['59'],['78937.19806763285']
['59'],['77523.80952380953']
['28'],['76603.77358490566']
['0'],['77061.61137440758']
['0'],['78937.19806763285']
['0'],['79902.43902439025']
['20'],['81386.13861386139']
['40'],['80886.69950738916']
['58'],['79902.43902439025']
['64'],['77990.43062200958']
['16'],['77990.43062200958']
['0'],['78461.53846153847']
['1'],['78461.53846153847']
['0'],['79417.47572815535']
['0'],['80392.1568627451']
['14'],['80886.69950738916']
['41'],['80886.69950738916']
['55'],['79902.43902439025']
['63'],['78461.53846153847']
['45'],['77523.80952380953']
['6'],['76603.77358490566']
['0'],['77523.80952380953']
['0'],['77990.43062200958']
['3'],['78937.19806763285']
['6'],['80392.1568627451']
['16'],['80886.69950738916']
['36'],['80392.1568627451']
['50'],['79902.43902439025']
['65'],['78461.53846153847']
['57'],['77990.43062200958']
['21'],['77523.80952380953']
['0'],['77523.80952380953']
['1'],['77523.80952380953']
['0'],['78461.53846153847']
['1'],['79902.43902439025']
['1'],['80392.1568627451']
['12'],['80886.69950738916']
['35'],['81386.13861386139']
['49'],['81890.5472636816']
['60'],['81890.5472636816']
['59'],['81890.5472636816']
['25'],['82400.0']
['0'],['81890.5472636816']
['0'],['82400.0']
['0'],['82400.0']
['0'],['82914.57286432161']
['0'],['83959.39086294416']
['16'],['84489.79591836735']
['32'],['83434.34343434343']
['49'],['82914.57286432161']
['45'],['81386.13861386139']
['58'],['80886.69950738916']
['33'],['79417.47572815535']
['0'],['81386.13861386139']
['0'],['81386.13861386139']
['0'],['82914.57286432161']
['0'],['83434.34343434343']
['0'],['84489.79591836735']
['12'],['84489.79591836735']
['30'],['83959.39086294416']
['49'],['85025.64102564103']
['63'],['86113.9896373057']
['38'],['87225.13089005236']
['1'],['87225.13089005236']
['1'],['88936.17021276595']
['0'],['90107.52688172043']
['1'],['91304.34782608696']
['0'],['92527.47252747252']
['10'],['93149.17127071823']
['27'],['91912.56830601093']
['45'],['90702.7027027027']
['59'],['89518.71657754011']
['59'],['90107.52688172043']
['35'],['90702.7027027027']
['0'],['88936.17021276595']
['1'],['90107.52688172043']
['1'],['91304.34782608696']
['0'],['92527.47252747252']
['0'],['94413.40782122905']
['7'],['94413.40782122905']
['26'],['95056.17977528089']
['39'],['94413.40782122905']
['58'],['92527.47252747252']
['60'],['91304.34782608696']
['41'],['89518.71657754011']
['1'],['89518.71657754011']
['0'],['88936.17021276595']
['0'],['88936.17021276595']
['0'],['90107.52688172043']
['0'],['90702.7027027027']
['2'],['91912.56830601093']
['22'],['93149.17127071823']
['36'],['95056.17977528089']
['53'],['97028.57142857143']
['61'],['98381.5028901734']
['51'],['99069.76744186046']
['5'],['99766.08187134503']
['0'],['99069.76744186046']
['0'],['97701.14942528735']
['0'],['98381.5028901734']
['1'],['99766.08187134503']
['2'],['101183.43195266272']
['28'],['101904.76190476191']
['46'],['104121.21212121213']
['61'],['102634.73053892216']
['44'],['101183.43195266272']
['10'],['98381.5028901734']
['0'],['97701.14942528735']
['0'],['97028.57142857143']
['0'],['97028.57142857143']
['0'],['97701.14942528735']
['0'],['98381.5028901734']
['15'],['99069.76744186046']
['35'],['97701.14942528735']
['45'],['95056.17977528089']
['61'],['94413.40782122905']
['45'],['91304.34782608696']
['7'],['90107.52688172043']
['0'],['90107.52688172043']
['0'],['89518.71657754011']
['0'],['91304.34782608696']
['0'],['92527.47252747252']
['8'],['92527.47252747252']
['28'],['91912.56830601093']
['42'],['91304.34782608696']
['57'],['90107.52688172043']
['55'],['87225.13089005236']
['27'],['86666.66666666667']
['0'],['85025.64102564103']
['0'],['85567.01030927835']
['9'],['85567.01030927835']
['0'],['86113.9896373057']
['0'],['87225.13089005236']
['12'],['88359.78835978836']
['28'],['88359.78835978836']
['44'],['86666.66666666667']
['57'],['85025.64102564103']
['58'],['87225.13089005236']
['23'],['85567.01030927835']
['0'],['85025.64102564103']
['0'],['85025.64102564103']
['0'],['85567.01030927835']
['0'],['86113.9896373057']
['0'],['87225.13089005236']
['18'],['86666.66666666667']
['37'],['86666.66666666667']
['51'],['84489.79591836735']
['58'],['83434.34343434343']
['36'],['81386.13861386139']
['0'],['80392.1568627451']
['0'],['80886.69950738916']
['0'],['80886.69950738916']
['0'],['81386.13861386139']
['0'],['82914.57286432161']
['12'],['82400.0']
['29'],['83434.34343434343']
['48'],['81386.13861386139']
['57'],['80886.69950738916']
['52'],['79417.47572815535']
['23'],['77990.43062200958']
['0'],['77523.80952380953']
['0'],['77523.80952380953']
['0'],['78461.53846153847']
['0'],['78461.53846153847']
['0'],['79902.43902439025']
['13'],['80886.69950738916']
['29'],['79902.43902439025']
['48'],['79417.47572815535']
['57'],['77990.43062200958']
['51'],['77061.61137440758']
['17'],['75255.81395348837']
['1'],['75700.93457943926']
['0'],['75255.81395348837']
['0'],['75700.93457943926']
['0'],['77061.61137440758']
['0'],['77990.43062200958']
['8'],['77990.43062200958']
['25'],['77990.43062200958']
['44'],['77523.80952380953']
['56'],['77061.61137440758']
['57'],['76150.23474178404']
['35'],['74377.88018433179']
['0'],['73944.95412844037']
['0'],['73944.95412844037']
['0'],['73944.95412844037']
['0'],['74814.81481481482']
['0'],['75255.81395348837']
['4'],['76150.23474178404']
['18'],['76603.77358490566']
['36'],['76150.23474178404']
['50'],['75255.81395348837']
['58'],['74377.88018433179']
['36'],['72669.68325791856']
['1'],['72252.25225225225']
['0'],['72252.25225225225']
['0'],['72669.68325791856']
['0'],['73515.98173515982']
['0'],['74377.88018433179']
['8'],['74814.81481481482']
['26'],['74814.81481481482']
['41'],['74377.88018433179']
['53'],['73090.90909090909']
['57'],['72669.68325791856']
['25'],['71022.22222222222']
['0'],['70619.46902654867']
['0'],['71022.22222222222']
['0'],['71428.57142857143']
['0'],['71838.56502242152']
['0'],['72669.68325791856']
['7'],['73090.90909090909']
['22'],['73515.98173515982']
['40'],['73090.90909090909']
['50'],['72252.25225225225']
['58'],['71428.57142857143']
['40'],['70619.46902654867']
['8'],['69824.56140350878']
['0'],['69432.31441048035']
['0'],['69824.56140350878']
['0'],['70619.46902654867']
['0'],['71428.57142857143']
['1'],['72252.25225225225']
['15'],['72252.25225225225']
['32'],['72252.25225225225']
['44'],['71838.56502242152']
['57'],['70619.46902654867']
['48'],['69824.56140350878']
['12'],['69432.31441048035']
['0'],['68658.00865800866']
['0'],['69043.47826086957']
['0'],['69824.56140350878']
['0'],['70220.26431718061']
['0'],['71428.57142857143']
['12'],['71838.56502242152']
['29'],['71428.57142857143']
['45'],['71428.57142857143']
['53'],['70220.26431718061']
['57'],['69432.31441048035']
['32'],['68658.00865800866']
['1'],['68275.86206896552']
['0'],['68275.86206896552']
['0'],['69043.47826086957']
['0'],['69432.31441048035']
['1'],['69432.31441048035']
['2'],['71022.22222222222']
['20'],['71428.57142857143']
['40'],['71428.57142857143']
['52'],['70220.26431718061']
['57'],['69432.31441048035']
['41'],['68658.00865800866']
['4'],['67896.9957081545']
['0'],['67521.36752136752']
['0'],['67896.9957081545']
['0'],['69043.47826086957']
['0'],['69432.31441048035']
['2'],['70619.46902654867']
['22'],['70619.46902654867']
['34'],['70619.46902654867']
['48'],['69824.56140350878']
['60'],['68658.00865800866']
['41'],['68275.86206896552']
['0'],['67896.9957081545']
['0'],['67521.36752136752']
['0'],['67896.9957081545']
['0'],['68658.00865800866']
['0'],['69824.56140350878']
['4'],['70619.46902654867']
['18'],['70220.26431718061']
['34'],['70220.26431718061']
['48'],['69432.31441048035']
['60'],['69043.47826086957']
['52'],['67521.36752136752']
['12'],['67521.36752136752']
['0'],['66779.66101694915']
['0'],['67521.36752136752']
['0'],['67521.36752136752']
['0'],['68658.00865800866']
['0'],['69432.31441048035']
['14'],['70220.26431718061']
['37'],['69043.47826086957']
['57'],['68658.00865800866']
['57'],['67521.36752136752']
['32'],['66779.66101694915']
['0'],['66413.50210970464']
['0'],['67148.93617021276']
['0'],['67521.36752136752']
['0'],['67896.9957081545']
['4'],['69432.31441048035']
['21'],['69824.56140350878']
['40'],['69043.47826086957']
['57'],['68275.86206896552']
['58'],['67896.9957081545']
['36'],['66779.66101694915']
['0'],['66413.50210970464']
['0'],['66413.50210970464']
['0'],['67148.93617021276']
['0'],['67521.36752136752']
['0'],['67896.9957081545']
['8'],['68658.00865800866']
['27'],['69043.47826086957']
['44'],['68658.00865800866']
['48'],['67896.9957081545']
['59'],['66779.66101694915']
['30'],['66413.50210970464']
['2'],['66050.42016806723']
['1'],['65690.37656903766']
['0'],['66413.50210970464']
['0'],['66779.66101694915']
['0'],['67896.9957081545']
['7'],['68658.00865800866']
['20'],['69824.56140350878']
['36'],['68658.00865800866']
['51'],['67896.9957081545']
['57'],['67521.36752136752']
['49'],['66413.50210970464']
['1'],['65690.37656903766']
['0'],['65690.37656903766']
['0'],['66050.42016806723']
['0'],['67521.36752136752']
['0'],['66413.50210970464']
['0'],['68275.86206896552']
['16'],['68658.00865800866']
['32'],['68658.00865800866']
['47'],['67896.9957081545']
['60'],['65333.333333333336']
['55'],['66413.50210970464']
['20'],['65690.37656903766']
['0'],['64979.25311203319']
['0'],['65333.333333333336']
['0'],['65690.37656903766']
['0'],['67148.93617021276']
['0'],['67521.36752136752']
['5'],['67896.9957081545']
['25'],['67521.36752136752']
['37'],['67521.36752136752']
['54'],['66779.66101694915']
['58'],['66050.42016806723']
['36'],['65690.37656903766']
['3'],['64979.25311203319']
['0'],['64628.09917355372']
['0'],['65690.37656903766']
['0'],['66050.42016806723']
['0'],['66413.50210970464']
['0'],['67521.36752136752']
['19'],['67521.36752136752']
['32'],['67896.9957081545']
['50'],['67148.93617021276']
['59'],['66413.50210970464']
['47'],['65690.37656903766']
['18'],['64979.25311203319']
['0'],['64628.09917355372']
['0'],['64979.25311203319']
['0'],['64979.25311203319']
['0'],['66050.42016806723']
['0'],['66779.66101694915']
['11'],['67521.36752136752']
['26'],['67896.9957081545']
['44'],['66779.66101694915']
['57'],['66413.50210970464']
['56'],['65690.37656903766']
['37'],['64979.25311203319']
['4'],['64628.09917355372']
['0'],['64279.8353909465']
['0'],['65333.333333333336']
['0'],['65690.37656903766']
['0'],['66779.66101694915']
['11'],['66779.66101694915']
['28'],['67896.9957081545']
['44'],['66779.66101694915']
['61'],['66050.42016806723']
['56'],['64979.25311203319']
['23'],['64279.8353909465']
['0'],['64279.8353909465']
['0'],['64628.09917355372']
['0'],['64979.25311203319']
['0'],['65690.37656903766']
['6'],['66779.66101694915']
['20'],['67521.36752136752']
['38'],['66413.50210970464']
['52'],['66413.50210970464']
['60'],['65333.333333333336']
['48'],['64279.8353909465']
['12'],['64279.8353909465']
['0'],['64279.8353909465']
['0'],['64279.8353909465']
['0'],['64628.09917355372']
['0'],['65690.37656903766']
['0'],['66413.50210970464']
['16'],['66413.50210970464']
['31'],['66413.50210970464']
['42'],['66050.42016806723']
['56'],['65690.37656903766']
['56'],['63591.836734693876']
['24'],['63934.42622950819']
['0'],['63934.42622950819']
['0'],['64279.8353909465']
['0'],['65333.333333333336']
['0'],['66413.50210970464']
['12'],['66413.50210970464']
['32'],['65690.37656903766']
['44'],['65690.37656903766']
['64'],['65333.333333333336']
['59'],['64279.8353909465']
['26'],['63934.42622950819']
['0'],['63591.836734693876']
['2'],['63591.836734693876']
['0'],['64279.8353909465']
['0'],['64628.09917355372']
['0'],['65333.333333333336']
['9'],['66413.50210970464']
['23'],['66413.50210970464']
['40'],['66050.42016806723']
['55'],['65690.37656903766']
['64'],['64628.09917355372']
['50'],['63934.42622950819']
['10'],['63252.03252032521']
['0'],['63591.836734693876']
['0'],['63591.836734693876']
['0'],['64279.8353909465']
['0'],['64279.8353909465']
['0'],['65690.37656903766']
['12'],['66413.50210970464']
['32'],['66050.42016806723']
['46'],['65690.37656903766']
['59'],['64979.25311203319']
['62'],['64279.8353909465']
['37'],['63252.03252032521']
['0'],['62914.97975708502']
['0'],['63252.03252032521']
['0'],['63934.42622950819']
['0'],['64279.8353909465']
['0'],['64979.25311203319']
['7'],['65690.37656903766']
['24'],['66050.42016806723']
['37'],['65333.333333333336']
['56'],['64979.25311203319']
['60'],['64628.09917355372']
['52'],['63591.836734693876']
['12'],['62914.97975708502']
['0'],['62914.97975708502']
['0'],['62914.97975708502']
['0'],['64279.8353909465']
['0'],['64279.8353909465']
['0'],['65333.333333333336']
['19'],['65690.37656903766']
['35'],['65690.37656903766']
['45'],['64979.25311203319']
['64'],['64279.8353909465']
['58'],['63591.836734693876']
['22'],['62580.645161290326']
['0'],['62914.97975708502']
['0'],['63252.03252032521']
['1'],['63591.836734693876']
['0'],['64279.8353909465']
['1'],['65333.333333333336']
['15'],['65690.37656903766']
['33'],['65333.333333333336']
['52'],['64628.09917355372']
['62'],['63934.42622950819']
['54'],['63591.836734693876']
['9'],['62580.645161290326']
['0'],['62248.99598393574']
['0'],['62914.97975708502']
['0'],['63591.836734693876']
['0'],['64628.09917355372']
['6'],['64979.25311203319']
['21'],['65333.333333333336']
['37'],['64979.25311203319']
['56'],['64628.09917355372']
['62'],['63591.836734693876']
['40'],['62914.97975708502']
['0'],['62580.645161290326']
['0'],['62248.99598393574']
['0'],['63252.03252032521']
['0'],['64279.8353909465']
['4'],['65333.333333333336']
['24'],['64979.25311203319']
['40'],['64979.25311203319']
['64'],['64279.8353909465']
['61'],['63252.03252032521']
['41'],['62580.645161290326']
['0'],['62248.99598393574']
['0'],['62580.645161290326']
['0'],['62914.97975708502']
['0'],['63591.836734693876']
['0'],['63934.42622950819']
['11'],['64979.25311203319']
['28'],['64628.09917355372']
['48'],['64628.09917355372']
['59'],['63591.836734693876']
['60'],['63252.03252032521']
['29'],['62248.99598393574']
['0'],['61920.0']
['0'],['62580.645161290326']
['0'],['63252.03252032521']
['0'],['63934.42622950819']
['5'],['64628.09917355372']
['28'],['64628.09917355372']
['42'],['64279.8353909465']
['61'],['63591.836734693876']
['62'],['62914.97975708502']
['29'],['61920.0']
['0'],['61920.0']
['0'],['62248.99598393574']
['0'],['62914.97975708502']
['0'],['63252.03252032521']
['0'],['64279.8353909465']
['15'],['64628.09917355372']
['25'],['64628.09917355372']
['52'],['63934.42622950819']
['62'],['63252.03252032521']
['54'],['62248.99598393574']
['14'],['62248.99598393574']
['0'],['61593.62549800797']
['0'],['62580.645161290326']
['0'],['62914.97975708502']
['0'],['63591.836734693876']
['6'],['64279.8353909465']
['52'],['63934.42622950819']
['64'],['62914.97975708502']
['22'],['61593.62549800797']
['0'],['62248.99598393574']
['0'],['62914.97975708502']
['0'],['63934.42622950819']
['16'],['64279.8353909465']
['44'],['63934.42622950819']
['61'],['63252.03252032521']
['61'],['62580.645161290326']
['26'],['61920.0']
['0'],['61593.62549800797']
['0'],['61593.62549800797']
['0'],['62248.99598393574']
['0'],['63252.03252032521']
['5'],['63934.42622950819']
['32'],['64279.8353909465']
['49'],['63591.836734693876']
['63'],['62914.97975708502']
['57'],['62248.99598393574']
['18'],['61593.62549800797']
['0'],['61269.84126984127']
['0'],['62248.99598393574']
['0'],['61593.62549800797']
['0'],['63591.836734693876']
['26'],['63591.836734693876']
['48'],['63591.836734693876']
['60'],['62914.97975708502']
['56'],['61920.0']
['16'],['60948.61660079051']
['0'],['61269.84126984127']
['0'],['62248.99598393574']
['0'],['62580.645161290326']
['0'],['63591.836734693876']
['12'],['63934.42622950819']
['38'],['63252.03252032521']
['56'],['62580.645161290326']
['62'],['61920.0']
['21'],['61593.62549800797']
['1'],['61269.84126984127']
['0'],['61593.62549800797']
['0'],['62248.99598393574']
['0'],['62580.645161290326']
['8'],['63934.42622950819']
['30'],['63591.836734693876']
['56'],['63252.03252032521']
['65'],['62248.99598393574']
['51'],['61593.62549800797']
['7'],['60629.92125984252']
['1'],['61593.62549800797']
['0'],['61920.0']
['0'],['62580.645161290326']
['4'],['63591.836734693876']
['24'],['63591.836734693876']
['44'],['63591.836734693876']
['62'],['62580.645161290326']
['64'],['62248.99598393574']
['37'],['60948.61660079051']
['0'],['60948.61660079051']
['0'],['61269.84126984127']
['0'],['61593.62549800797']
['0'],['62248.99598393574']
['1'],['62914.97975708502']
['15'],['63252.03252032521']
['36'],['63252.03252032521']
['56'],['62914.97975708502']
['65'],['61920.0']
['46'],['61269.84126984127']
['4'],['60629.92125984252']
['0'],['60948.61660079051']
['0'],['61269.84126984127']
['0'],['61593.62549800797']
['0'],['62914.97975708502']
['14'],['63591.836734693876']
['36'],['63252.03252032521']
['50'],['62914.97975708502']
['63'],['62248.99598393574']
['61'],['61269.84126984127']
['18'],['60629.92125984252']
['0'],['60313.72549019608']
['0'],['60948.61660079051']
['1'],['61593.62549800797']
['0'],['62580.645161290326']
['10'],['62914.97975708502']
['28'],['63252.03252032521']
['48'],['62580.645161290326']
['64'],['62248.99598393574']
['64'],['61269.84126984127']
['41'],['60948.61660079051']
['0'],['60629.92125984252']
['0'],['60629.92125984252']
['0'],['60948.61660079051']
['0'],['61920.0']
['0'],['62580.645161290326']
['13'],['62580.645161290326']
['33'],['62914.97975708502']
['52'],['62248.99598393574']
['65'],['61920.0']
['58'],['61269.84126984127']
['27'],['60313.72549019608']
['0'],['60313.72549019608']
['0'],['60629.92125984252']
['3'],['61593.62549800797']
['0'],['62580.645161290326']
['19'],['62580.645161290326']
['44'],['62580.645161290326']
['57'],['61593.62549800797']
['65'],['61269.84126984127']
['26'],['60313.72549019608']
['0'],['60313.72549019608']
['0'],['60629.92125984252']
['1'],['60948.61660079051']
['0'],['61920.0']
['5'],['62580.645161290326']
['22'],['62580.645161290326']
['27'],['62580.645161290326']
['58'],['62248.99598393574']
['63'],['61269.84126984127']
['54'],['60629.92125984252']
['15'],['60000.0']
['0'],['60313.72549019608']
['1'],['60629.92125984252']
['0'],['61269.84126984127']
['0'],['61920.0']
['12'],['62248.99598393574']
['32'],['62580.645161290326']
['51'],['61920.0']
['64'],['61920.0']
['61'],['60313.72549019608']
['25'],['60000.0']
['0'],['60000.0']
['0'],['60313.72549019608']
['0'],['60948.61660079051']
['0'],['61920.0']
['12'],['62580.645161290326']
['28'],['62580.645161290326']
['48'],['61593.62549800797']
['65'],['61593.62549800797']
['64'],['60629.92125984252']
['43'],['60313.72549019608']
['1'],['59688.715953307394']
['0'],['60313.72549019608']
['0'],['60629.92125984252']
['0'],['61269.84126984127']
['0'],['61920.0']
['12'],['62580.645161290326']
['38'],['61920.0']
['52'],['61593.62549800797']
['70'],['61269.84126984127']
['62'],['60629.92125984252']
['28'],['60000.0']
['0'],['60000.0']
['0'],['60313.72549019608']
['0'],['60948.61660079051']
['0'],['61269.84126984127']
['6'],['61920.0']
['28'],['61920.0']
['46'],['62248.99598393574']
['65'],['61593.62549800797']
['66'],['60629.92125984252']
['45'],['60000.0']
['7'],['59688.715953307394']
['0'],['60000.0']
['0'],['60313.72549019608']
['0'],['60948.61660079051']
['0'],['61920.0']
['15'],['62248.99598393574']
['36'],['62248.99598393574']
['56'],['61593.62549800797']
['66'],['60948.61660079051']
['53'],['60000.0']
['17'],['59688.715953307394']
['0'],['60000.0']
['0'],['60000.0']
['0'],['60948.61660079051']
['1'],['61593.62549800797']
['18'],['61920.0']
['37'],['61593.62549800797']
['56'],['61269.84126984127']
['70'],['60629.92125984252']
['53'],['60000.0']
['12'],['59379.84496124031']
['0'],['60000.0']
['0'],['59688.715953307394']
['0'],['60629.92125984252']
['1'],['61269.84126984127']
['8'],['61920.0']
['28'],['61593.62549800797']
['49'],['61593.62549800797']
['67'],['60948.61660079051']
['69'],['60313.72549019608']
['40'],['59688.715953307394']
['0'],['59073.359073359075']
['1'],['59688.715953307394']
['0'],['60629.92125984252']
['0'],['60948.61660079051']
['0'],['61593.62549800797']
['24'],['61920.0']
['48'],['61269.84126984127']
['66'],['60948.61660079051']
['63'],['60313.72549019608']
['29'],['59379.84496124031']
['0'],['59379.84496124031']
['0'],['59688.715953307394']
['0'],['60629.92125984252']
['0'],['60948.61660079051']
['12'],['61920.0']
['36'],['61593.62549800797']
['59'],['61593.62549800797']
['72'],['60313.72549019608']
['59'],['60000.0']
['20'],['59379.84496124031']
['0'],['59379.84496124031']
['0'],['60000.0']
['0'],['60629.92125984252']
['0'],['61269.84126984127']
['24'],['61920.0']
['40'],['61593.62549800797']
['62'],['61269.84126984127']
['72'],['60313.72549019608']
['51'],['59379.84496124031']
['12'],['59073.359073359075']
['0'],['59379.84496124031']
['0'],['59688.715953307394']
['0'],['60313.72549019608']
['0'],['61269.84126984127']
['13'],['61920.0']
['31'],['61269.84126984127']
['56'],['60948.61660079051']
['70'],['60313.72549019608']
['54'],['59688.715953307394']
['10'],['61593.62549800797']
['40'],['61269.84126984127']
['65'],['60948.61660079051']
['69'],['60000.0']
['36'],['59073.359073359075']
['0'],['59073.359073359075']
['0'],['59379.84496124031']
['0'],['60000.0']
['0'],['60948.61660079051']
['8'],['61269.84126984127']
['31'],['61269.84126984127']
['51'],['60948.61660079051']
['64'],['60313.72549019608']
['63'],['59688.715953307394']
['20'],['58769.230769230766']
['0'],['59073.359073359075']
['0'],['59379.84496124031']
['0'],['60313.72549019608']
['0'],['60948.61660079051']
['16'],['61269.84126984127']
['40'],['61269.84126984127']
['59'],['60629.92125984252']
['68'],['60313.72549019608']
['54'],['59379.84496124031']
['4'],['59073.359073359075']
['0'],['58769.230769230766']
['0'],['60000.0']
['0'],['60313.72549019608']
['12'],['61269.84126984127']
['34'],['61269.84126984127']
['56'],['60948.61660079051']
['73'],['60313.72549019608']
['57'],['59379.84496124031']
['17'],['59073.359073359075']
['0'],['59073.359073359075']
['0'],['59379.84496124031']
['0'],['60000.0']
['4'],['60948.61660079051']
['20'],['60948.61660079051']
['48'],['60948.61660079051']
['66'],['60313.72549019608']
['68'],['59688.715953307394']
['39'],['59073.359073359075']
['0'],['58467.43295019157']
['0'],['59073.359073359075']
['0'],['59379.84496124031']
['1'],['60313.72549019608']
['9'],['60313.72549019608']
['29'],['61269.84126984127']
['49'],['60629.92125984252']
['71'],['60000.0']
['68'],['59073.359073359075']
['37'],['58467.43295019157']
['0'],['58769.230769230766']
['0'],['59073.359073359075']
['0'],['59379.84496124031']
['1'],['60313.72549019608']
['11'],['60629.92125984252']
['33'],['61269.84126984127']
['54'],['60629.92125984252']
['72'],['60000.0']
['70'],['59379.84496124031']
['32'],['58769.230769230766']
['0'],['58467.43295019157']
['0'],['58769.230769230766']
['0'],['60000.0']
['0'],['60313.72549019608']
['14'],['60629.92125984252']
['31'],['60629.92125984252']
['52'],['60629.92125984252']
['71'],['60000.0']
['63'],['58769.230769230766']
['23'],['58467.43295019157']
['0'],['58467.43295019157']
['0'],['59073.359073359075']
['0'],['60000.0']
['8'],['60313.72549019608']
['31'],['60948.61660079051']
['54'],['60313.72549019608']
['73'],['59379.84496124031']
['70'],['59073.359073359075']
['30'],['58467.43295019157']
['0'],['58167.93893129771']
['0'],['58769.230769230766']
['0'],['59379.84496124031']
['3'],['60313.72549019608']
['17'],['60948.61660079051']
['36'],['60629.92125984252']
['59'],['60313.72549019608']
['72'],['59379.84496124031']
['62'],['58467.43295019157']
['20'],['58167.93893129771']
['0'],['58467.43295019157']
['0'],['58769.230769230766']
['0'],['59379.84496124031']
['0'],['60313.72549019608']
['15'],['60629.92125984252']
['33'],['60313.72549019608']
['64'],['60313.72549019608']
['72'],['59073.359073359075']
['55'],['58467.43295019157']
['18'],['58167.93893129771']
['1'],['58167.93893129771']
['0'],['58769.230769230766']
['0'],['59688.715953307394']
['0'],['60000.0']
['18'],['60313.72549019608']
['34'],['60313.72549019608']
['64'],['60000.0']
['73'],['59379.84496124031']
['60'],['58769.230769230766']
['23'],['58167.93893129771']
['0'],['58167.93893129771']
['0'],['58467.43295019157']
['0'],['59379.84496124031']
['0'],['60000.0']
['24'],['60313.72549019608']
['45'],['59688.715953307394']
['64'],['60000.0']
['75'],['58769.230769230766']
['54'],['58167.93893129771']
['18'],['57870.722433460076']
['0'],['58167.93893129771']
['0'],['58167.93893129771']
['1'],['59379.84496124031']
['0'],['60000.0']
['19'],['60313.72549019608']
['44'],['60313.72549019608']
['63'],['59688.715953307394']
['72'],['59073.359073359075']
['58'],['58167.93893129771']
['14'],['57870.722433460076']
['0'],['57870.722433460076']
['0'],['58467.43295019157']
['0'],['59073.359073359075']
['5'],['60000.0']
['27'],['60313.72549019608']
['45'],['60000.0']
['70'],['59688.715953307394']
['74'],['59073.359073359075']
['58'],['57870.722433460076']
['11'],['57870.722433460076']
['0'],['57870.722433460076']
['0'],['58769.230769230766']
['0'],['59073.359073359075']
['7'],['60000.0']
['27'],['60000.0']
['46'],['60000.0']
['65'],['59379.84496124031']
['75'],['58769.230769230766']
